CustomerId,total_debit,total_credit,net_amount,avg_debit,txn_count,std_debit,recency_days,avg_amount_abs,fraud_count,fraud_rate,mode_hour,is_high_risk
CustomerId_1089,172690.0,3038.5,169651.5,1136.1184210526317,152,1681.1731355548716,36,1156.108552631579,0,0.0,6,0
CustomerId_1091,3000.0,0.0,3000.0,1500.0,2,707.1067811865476,24,1500.0,0,0.0,18,0
CustomerId_1092,81000.0,16000.0,65000.0,5062.5,16,4343.097972645794,18,6062.5,0,0.0,12,0
CustomerId_1093,61980.0,19360.0,42620.0,1126.909090909091,55,1509.8391780035195,32,1478.909090909091,0,0.0,19,0
CustomerId_1094,38500.0,6040.0,32460.0,5500.0,7,8361.618663073954,24,6362.857142857143,0,0.0,15,0
CustomerId_1095,6000.0,1125.0,4875.0,545.4545454545455,11,610.5139414683933,11,647.7272727272727,0,0.0,7,0
CustomerId_1096,1993300.0,44074.0,1949226.0,2542.4744897959185,784,17804.8515924518,6,2598.691326530612,0,0.0,10,0
CustomerId_1098,20000.0,0.0,20000.0,20000.0,1,0.0,2,20000.0,0,0.0,10,0
CustomerId_1099,7200.0,1020.0,6180.0,800.0,9,630.4760106459246,24,913.3333333333334,0,0.0,17,0
CustomerId_11,0.0,10000.0,-10000.0,0.0,1,0.0,83,10000.0,0,0.0,16,1
CustomerId_1101,60000.0,0.0,60000.0,6666.666666666667,9,5873.670062235366,52,6666.666666666667,0,0.0,15,1
CustomerId_1102,76000.0,16000.0,60000.0,5428.571428571428,14,4501.52599278692,5,6571.428571428572,0,0.0,6,0
CustomerId_1103,30000.0,0.0,30000.0,30000.0,1,0.0,47,30000.0,0,0.0,13,1
CustomerId_1104,61000.0,21000.0,40000.0,6100.0,10,7218.032973047435,4,8200.0,0,0.0,22,0
CustomerId_1105,500.0,0.0,500.0,500.0,1,0.0,26,500.0,0,0.0,20,0
CustomerId_1106,10000.0,0.0,10000.0,10000.0,1,0.0,87,10000.0,0,0.0,1,1
CustomerId_1108,81000.0,31000.0,50000.0,5785.714285714285,14,6518.359532045696,1,8000.0,0,0.0,15,0
CustomerId_1109,46000.0,6200.0,39800.0,5750.0,8,5014.265364224069,46,6525.0,0,0.0,12,1
CustomerId_1111,1000.0,1020.0,-20.0,333.3333333333333,3,577.3502691896258,68,673.3333333333334,0,0.0,16,1
CustomerId_1112,26000.0,6000.0,20000.0,4333.333333333333,6,4760.9522856952335,11,5333.333333333333,0,0.0,14,0
CustomerId_1113,36000.0,6300.0,29700.0,1565.2173913043478,23,2853.643396153602,64,1839.1304347826087,0,0.0,17,1
CustomerId_1114,56000.0,3075.0,52925.0,982.4561403508771,57,896.047433178772,0,1036.4035087719299,0,0.0,12,0
CustomerId_1116,7000.0,1040.0,5960.0,875.0,8,834.5229603962803,4,1005.0,0,0.0,21,0
CustomerId_1117,4000.0,0.0,4000.0,4000.0,1,0.0,73,4000.0,0,0.0,7,1
CustomerId_1118,106000.0,36000.0,70000.0,4416.666666666667,24,4689.643229840454,0,5916.666666666667,0,0.0,7,0
CustomerId_1119,5500.0,50.0,5450.0,785.7142857142857,7,393.3978962347216,26,792.8571428571429,0,0.0,6,0
CustomerId_1120,2000.0,40.0,1960.0,1000.0,2,1414.213562373095,62,1020.0,0,0.0,3,1
CustomerId_1121,13439.0,1341.98,12097.02,1919.857142857143,7,2214.1755748337746,15,2111.5685714285714,0,0.0,20,0
CustomerId_1122,1850000.0,0.0,1850000.0,1850000.0,1,0.0,64,1850000.0,1,1.0,5,1
CustomerId_1123,1000.0,0.0,1000.0,1000.0,1,0.0,46,1000.0,0,0.0,2,1
CustomerId_1124,30000.0,11000.0,19000.0,5000.0,6,5477.2255750516615,32,6833.333333333333,0,0.0,14,0
CustomerId_1125,5000.0,0.0,5000.0,5000.0,1,0.0,31,5000.0,0,0.0,6,0
CustomerId_1127,93800.0,1665.0,92135.0,2535.135135135135,37,2904.6147398212356,4,2580.135135135135,0,0.0,16,0
CustomerId_1129,1000.0,0.0,1000.0,500.0,2,0.0,74,500.0,0,0.0,3,1
CustomerId_1130,5000.0,1040.0,3960.0,1250.0,4,1499.9999999999998,77,1510.0,0,0.0,19,1
CustomerId_1131,18000.0,1450.0,16550.0,1636.3636363636363,11,2062.654952856986,1,1768.1818181818182,0,0.0,2,0
CustomerId_1134,3500.0,120.0,3380.0,388.8888888888889,9,416.6666666666667,0,402.22222222222223,0,0.0,18,0
CustomerId_1135,73000.0,2000.0,71000.0,5214.285714285715,14,10467.374745652995,23,5357.142857142857,0,0.0,14,0
CustomerId_1137,120700.0,40700.0,80000.0,6035.0,20,6882.722457069777,53,8070.0,0,0.0,13,1
CustomerId_1140,5000.0,1250.0,3750.0,1666.6666666666667,3,2886.751345948129,44,2083.3333333333335,0,0.0,21,1
CustomerId_1141,186400.0,40935.0,145465.0,3804.081632653061,49,3979.057634649685,8,4639.489795918367,0,0.0,13,0
CustomerId_1145,9500.0,0.0,9500.0,2375.0,4,1887.4586088176875,38,2375.0,0,0.0,12,1
CustomerId_1146,30000.0,11000.0,19000.0,5000.0,6,5477.2255750516615,46,6833.333333333333,0,0.0,14,1
CustomerId_1147,96000.0,16000.0,80000.0,5333.333333333333,18,4524.443417183391,11,6222.222222222223,0,0.0,5,0
CustomerId_1150,2000.0,0.0,2000.0,1000.0,2,0.0,73,1000.0,0,0.0,18,1
CustomerId_1153,3000.0,0.0,3000.0,3000.0,1,0.0,57,3000.0,0,0.0,12,1
CustomerId_1154,5600.0,125.0,5475.0,622.2222222222222,9,834.8319857578796,0,636.1111111111111,0,0.0,13,0
CustomerId_1156,1577997.0,89773.0,1488224.0,4288.035326086957,368,7916.918724738592,1,4531.983695652174,0,0.0,16,0
CustomerId_1158,40700.0,10700.0,30000.0,5087.5,8,5443.59059550115,88,6425.0,0,0.0,14,1
CustomerId_1159,26000.0,6000.0,20000.0,5200.0,5,5019.960159204454,4,6400.0,0,0.0,14,0
CustomerId_1160,74890.0,26000.0,48890.0,4992.666666666667,15,4868.200704083399,0,6726.0,0,0.0,14,0
CustomerId_1161,2500.0,0.0,2500.0,2500.0,1,0.0,24,2500.0,0,0.0,17,0
CustomerId_1162,5600.0,1135.0,4465.0,800.0,7,971.2534856222311,5,962.1428571428571,0,0.0,19,0
CustomerId_1163,76000.0,26000.0,50000.0,5428.571428571428,14,5064.4201690175405,0,7285.714285714285,0,0.0,11,0
CustomerId_1164,30000.0,11000.0,19000.0,5000.0,6,5477.2255750516615,67,6833.333333333333,0,0.0,18,1
CustomerId_1165,60000.0,6000.0,54000.0,12000.0,5,13038.404810405296,35,13200.0,0,0.0,9,0
CustomerId_1169,1000.0,1050.0,-50.0,333.3333333333333,3,577.3502691896258,4,683.3333333333334,0,0.0,8,0
CustomerId_1170,126000.0,18926.0,107074.0,7000.0,18,13407.460609675496,9,8051.444444444444,0,0.0,17,0
CustomerId_1171,5500.0,1575.0,3925.0,916.6666666666666,6,1068.4880283216403,44,1179.1666666666667,0,0.0,10,1
CustomerId_1172,240400.0,4640.3,235759.7,2861.904761904762,84,4378.972338095821,13,2917.1464285714283,0,0.0,8,0
CustomerId_1174,1000.0,0.0,1000.0,1000.0,1,0.0,89,1000.0,0,0.0,21,1
CustomerId_1175,9003995.0,61292.5,8942702.5,37360.97510373444,241,359381.2788218213,0,37615.300829875516,2,0.008298755186721992,6,0
CustomerId_1177,28878.0,0.0,28878.0,7219.5,4,12439.0,3,7219.5,0,0.0,19,0
CustomerId_1179,2000.0,1100.0,900.0,666.6666666666666,3,1154.7005383792516,20,1033.3333333333333,0,0.0,11,0
CustomerId_1180,148980.0,5574.0,143406.0,2223.582089552239,67,3137.0878705501927,11,2306.776119402985,0,0.0,16,0
CustomerId_1182,16000.0,6000.0,10000.0,4000.0,4,4898.979485566356,5,5500.0,0,0.0,9,0
CustomerId_1183,55420.0,10345.0,45075.0,3078.8888888888887,18,4382.212560808133,19,3653.6111111111113,0,0.0,8,0
CustomerId_1184,1000.0,0.0,1000.0,1000.0,1,0.0,74,1000.0,0,0.0,6,1
CustomerId_1186,7000.0,1100.0,5900.0,1750.0,4,2362.907813126304,76,2025.0,0,0.0,17,1
CustomerId_1187,50000.0,11000.0,39000.0,7142.857142857143,7,7559.289460184544,54,8714.285714285714,0,0.0,5,1
CustomerId_1189,3000.0,0.0,3000.0,1500.0,2,707.1067811865476,37,1500.0,0,0.0,6,1
CustomerId_1190,96000.0,16000.0,80000.0,6400.0,15,4404.543109109048,11,7466.666666666667,0,0.0,17,0
CustomerId_1191,26500.0,6000.0,20500.0,4416.666666666667,6,4882.792916627395,4,5416.666666666667,0,0.0,14,0
CustomerId_1192,42600.0,1035.0,41565.0,1936.3636363636363,22,3054.823735004698,4,1983.409090909091,0,0.0,4,0
CustomerId_1193,15000.0,6000.0,9000.0,3750.0,4,4787.13553878169,53,5250.0,0,0.0,11,1
CustomerId_1194,15000.0,6000.0,9000.0,3750.0,4,4787.13553878169,54,5250.0,0,0.0,8,1
CustomerId_1195,25000.0,6000.0,19000.0,4166.666666666667,6,4750.4385762439515,53,5166.666666666667,0,0.0,11,1
CustomerId_1196,25500.0,6500.0,19000.0,4250.0,6,4937.104414532875,47,5333.333333333333,0,0.0,7,1
CustomerId_1197,15000.0,6000.0,9000.0,3750.0,4,4787.13553878169,54,5250.0,0,0.0,9,1
CustomerId_1198,15000.0,6000.0,9000.0,3750.0,4,4787.13553878169,54,5250.0,0,0.0,8,1
CustomerId_12,0.0,10000.0,-10000.0,0.0,1,0.0,83,10000.0,0,0.0,16,1
CustomerId_1200,15000.0,6000.0,9000.0,3750.0,4,4787.13553878169,47,5250.0,0,0.0,7,1
CustomerId_1201,616202.0,73684.5,542517.5,3561.8612716763005,173,8620.081841687279,1,3987.78323699422,0,0.0,7,0
CustomerId_1202,166000.0,36000.0,130000.0,5724.137931034483,29,4912.786172865207,0,6965.517241379311,0,0.0,11,0
CustomerId_1203,44400.0,5870.0,38530.0,986.6666666666666,45,1780.3983211119305,0,1117.111111111111,0,0.0,18,0
CustomerId_1204,15000.0,6000.0,9000.0,3750.0,4,4787.13553878169,46,5250.0,0,0.0,12,1
CustomerId_1208,20000.0,230.0,19770.0,2222.222222222222,9,3345.8099833141214,84,2247.777777777778,0,0.0,11,1
CustomerId_1209,36000.0,6000.0,30000.0,6000.0,6,4898.979485566356,19,7000.0,0,0.0,7,0
CustomerId_1210,37000.0,12000.0,25000.0,12333.333333333334,3,20930.440352112357,76,16333.333333333334,0,0.0,10,1
CustomerId_1211,200000.0,0.0,200000.0,100000.0,2,0.0,84,100000.0,0,0.0,7,1
CustomerId_1212,41000.0,2000.0,39000.0,2411.764705882353,17,4861.31185393166,50,2529.4117647058824,0,0.0,19,1
CustomerId_1214,106500.0,1675.0,104825.0,2420.4545454545455,44,5672.191633585593,6,2458.5227272727275,0,0.0,16,0
CustomerId_1215,1000.0,0.0,1000.0,1000.0,1,0.0,73,1000.0,0,0.0,16,1
CustomerId_1217,40500.0,11500.0,29000.0,4500.0,9,4650.2688094345685,47,5777.777777777777,0,0.0,8,1
CustomerId_1218,140500.0,1445.0,139055.0,1951.388888888889,72,1944.0043655804711,0,1971.4583333333333,0,0.0,16,0
CustomerId_1219,4000.0,150.0,3850.0,666.6666666666666,6,816.496580927726,25,691.6666666666666,0,0.0,18,0
CustomerId_1220,51000.0,11000.0,40000.0,3923.076923076923,13,4410.433434133552,18,4769.2307692307695,0,0.0,13,0
CustomerId_1221,26000.0,6000.0,20000.0,5200.0,5,5019.960159204454,5,6400.0,0,0.0,9,0
CustomerId_1222,85055.0,2075.0,82980.0,1890.111111111111,45,7701.792330426086,9,1936.2222222222222,0,0.0,10,0
CustomerId_1223,21500.0,0.0,21500.0,7166.666666666667,3,11116.804097101529,3,7166.666666666667,0,0.0,5,0
CustomerId_1224,10000.0,0.0,10000.0,10000.0,1,0.0,5,10000.0,0,0.0,7,0
CustomerId_1225,1000.0,0.0,1000.0,1000.0,1,0.0,8,1000.0,0,0.0,22,0
CustomerId_1226,12000.0,1300.0,10700.0,1500.0,8,2138.089935299395,43,1662.5,0,0.0,10,1
CustomerId_1227,79830.0,6596.4,73233.6,3070.3846153846152,26,3315.6097246439977,13,3324.0923076923073,0,0.0,5,0
CustomerId_1228,26000.0,6000.0,20000.0,5200.0,5,5019.960159204454,11,6400.0,0,0.0,17,0
CustomerId_1229,1000.0,1050.0,-50.0,333.3333333333333,3,577.3502691896258,15,683.3333333333334,0,0.0,10,0
CustomerId_1231,2000.0,0.0,2000.0,2000.0,1,0.0,36,2000.0,0,0.0,8,1
CustomerId_1232,5000.0,0.0,5000.0,5000.0,1,0.0,15,5000.0,0,0.0,8,0
CustomerId_1233,1000.0,0.0,1000.0,1000.0,1,0.0,27,1000.0,0,0.0,13,0
CustomerId_1234,60700.0,20700.0,40000.0,5058.333333333333,12,5286.768790331599,53,6783.333333333333,0,0.0,15,1
CustomerId_1235,25000.0,6000.0,19000.0,4166.666666666667,6,4823.553323709261,46,5166.666666666667,0,0.0,13,1
CustomerId_1236,10000.0,1235.0,8765.0,1250.0,8,2035.4009783964295,44,1404.375,0,0.0,7,1
CustomerId_1237,1000.0,0.0,1000.0,1000.0,1,0.0,28,1000.0,0,0.0,7,0
CustomerId_1238,26000.0,6000.0,20000.0,5200.0,5,5019.960159204454,4,6400.0,0,0.0,19,0
CustomerId_1240,40000.0,6000.0,34000.0,6666.666666666667,6,6055.300708194983,44,7666.666666666667,0,0.0,17,1
CustomerId_1241,36000.0,6000.0,30000.0,5142.857142857143,7,4845.2234702013975,25,6000.0,0,0.0,15,0
CustomerId_1242,1017100.0,174596.0,842504.0,6691.4473684210525,152,8134.20497691588,5,7840.105263157895,0,0.0,5,0
CustomerId_1244,5000.0,0.0,5000.0,5000.0,1,0.0,87,5000.0,0,0.0,8,1
CustomerId_1245,166000.0,31000.0,135000.0,5724.137931034483,29,4558.324815450596,4,6793.103448275862,0,0.0,15,0
CustomerId_1246,100000.0,21000.0,79000.0,5263.1578947368425,19,4470.174061527233,25,6368.421052631579,0,0.0,16,0
CustomerId_1247,86000.0,26000.0,60000.0,6615.384615384615,13,7053.8223862250925,0,8615.384615384615,0,0.0,12,0
CustomerId_1250,679100.0,17200.85,661899.15,2487.5457875457873,273,4569.318094831668,3,2550.552564102564,0,0.0,17,0
CustomerId_1252,101000.0,21000.0,80000.0,5315.789473684211,19,4469.683453605926,12,6421.0526315789475,0,0.0,6,0
CustomerId_1253,26000.0,6000.0,20000.0,5200.0,5,5019.960159204454,12,6400.0,0,0.0,8,0
CustomerId_1256,31000.0,11000.0,20000.0,5166.666666666667,6,5671.566509057851,32,7000.0,0,0.0,17,0
CustomerId_1257,17210.0,185.0,17025.0,1434.1666666666667,12,1890.9375179972756,12,1449.5833333333333,0,0.0,6,0
CustomerId_1258,36000.0,6000.0,30000.0,5142.857142857143,7,4922.010816342288,11,6000.0,0,0.0,18,0
CustomerId_1259,17500.0,286.5,17213.5,1093.75,16,1604.3560494271005,68,1111.65625,0,0.0,7,1
CustomerId_1260,51000.0,11000.0,40000.0,5666.666666666667,9,4636.809247747852,5,6888.888888888889,0,0.0,9,0
CustomerId_1262,10100.0,60.0,10040.0,1122.2222222222222,9,780.6692285753579,25,1128.888888888889,0,0.0,12,0
CustomerId_1263,25000.0,6000.0,19000.0,5000.0,5,5000.0,53,6200.0,0,0.0,15,1
CustomerId_1265,264700.0,14200.0,250500.0,2728.865979381443,97,4592.678928715574,21,2875.257731958763,0,0.0,11,0
CustomerId_1266,9795.0,325.0,9470.0,489.75,20,458.3106134719691,15,506.0,0,0.0,14,0
CustomerId_1267,1000.0,1020.0,-20.0,333.3333333333333,3,577.3502691896258,24,673.3333333333334,0,0.0,19,0
CustomerId_1268,1000000.0,0.0,1000000.0,1000000.0,1,0.0,15,1000000.0,0,0.0,10,0
CustomerId_1269,5000.0,3000.0,2000.0,1666.6666666666667,3,2886.751345948129,75,2666.6666666666665,0,0.0,9,1
CustomerId_1270,53100.0,2196.0,50904.0,1609.090909090909,33,1847.0184819668893,9,1675.6363636363637,0,0.0,10,0
CustomerId_1271,5600.0,50.0,5550.0,933.3333333333334,6,484.42405665559863,17,941.6666666666666,0,0.0,14,0
CustomerId_1272,4500.0,0.0,4500.0,1500.0,3,866.0254037844386,53,1500.0,0,0.0,12,1
CustomerId_1273,30000.0,11000.0,19000.0,5000.0,6,5477.2255750516615,67,6833.333333333333,0,0.0,19,1
CustomerId_1274,5000.0,0.0,5000.0,5000.0,1,0.0,43,5000.0,0,0.0,7,1
CustomerId_1275,730500.0,18343.5,712156.5,2887.3517786561265,253,9470.37559924843,0,2959.8557312252965,0,0.0,7,0
CustomerId_1276,764500.0,183000.0,581500.0,8889.53488372093,86,20552.42953475627,5,11017.441860465116,0,0.0,9,0
CustomerId_1277,168000.0,7090.0,160910.0,2800.0,60,7147.477924272738,1,2918.1666666666665,0,0.0,12,0
CustomerId_1279,40000.0,11000.0,29000.0,5714.285714285715,7,5345.224838248488,53,7285.714285714285,0,0.0,19,1
CustomerId_1280,109500.0,4297.0,105203.0,2488.6363636363635,44,3203.35695352082,21,2586.2954545454545,0,0.0,16,0
CustomerId_1281,225900.0,45900.0,180000.0,7530.0,30,7321.444647345081,4,9060.0,0,0.0,7,0
CustomerId_1282,10000.0,0.0,10000.0,10000.0,1,0.0,12,10000.0,0,0.0,13,0
CustomerId_1283,18000.0,95.0,17905.0,947.3684210526316,19,368.7342027541,74,952.3684210526316,0,0.0,7,1
CustomerId_1285,3000.0,50.0,2950.0,750.0,4,500.0,75,762.5,0,0.0,21,1
CustomerId_1286,76060.0,1791.0,74269.0,2716.4285714285716,28,3313.206139170173,16,2780.3928571428573,0,0.0,16,0
CustomerId_1287,40000.0,11000.0,29000.0,5714.285714285715,7,5345.224838248488,61,7285.714285714285,0,0.0,6,1
CustomerId_1288,16500.0,130.0,16370.0,1178.5714285714287,14,822.9202890911138,1,1187.857142857143,0,0.0,11,0
CustomerId_1294,65900.0,1722.0,64178.0,5491.666666666667,12,6651.788321856603,4,5635.166666666667,0,0.0,8,0
CustomerId_1295,98000.0,5850.0,92150.0,6533.333333333333,15,6066.496596255613,61,6923.333333333333,0,0.0,8,1
CustomerId_1296,500.0,1025.0,-525.0,166.66666666666666,3,288.6751345948129,51,508.3333333333333,0,0.0,10,1
CustomerId_1297,5000.0,0.0,5000.0,5000.0,1,0.0,64,5000.0,0,0.0,10,1
CustomerId_1298,419000.0,11020.0,407980.0,20950.0,20,43569.031734889286,28,21501.0,0,0.0,9,0
CustomerId_1299,229000.0,12220.0,216780.0,6361.111111111111,36,14196.886535490354,28,6700.555555555556,0,0.0,13,0
CustomerId_13,0.0,10000.0,-10000.0,0.0,1,0.0,83,10000.0,0,0.0,16,1
CustomerId_1300,26000.0,6000.0,20000.0,4333.333333333333,6,4760.9522856952335,19,5333.333333333333,0,0.0,6,0
CustomerId_1301,111000.0,21000.0,90000.0,6166.666666666667,18,4382.45163726209,11,7333.333333333333,0,0.0,13,0
CustomerId_1302,7741500.0,1215.0,7740285.0,430083.3333333333,18,1235611.128265733,24,430150.8333333333,3,0.16666666666666666,8,0
CustomerId_1303,126000.0,26000.0,100000.0,6000.0,21,4358.898943540673,4,7238.0952380952385,0,0.0,9,0
CustomerId_1304,150000.0,0.0,150000.0,50000.0,3,0.0,19,50000.0,0,0.0,16,0
CustomerId_1306,63800.0,1940.0,61860.0,1045.9016393442623,61,1963.0396303090608,64,1077.704918032787,0,0.0,7,1
CustomerId_1307,255000.0,1350.0,253650.0,15000.0,17,32328.393093378458,25,15079.411764705883,0,0.0,10,0
CustomerId_1308,149558.0,1000.0,148558.0,9970.533333333333,15,25962.729247537758,34,10037.2,0,0.0,6,0
CustomerId_1310,10000.0,0.0,10000.0,10000.0,1,0.0,12,10000.0,0,0.0,6,0
CustomerId_1311,42585.0,845.0,41740.0,1290.4545454545455,33,1368.0302694684126,20,1316.060606060606,0,0.0,14,0
CustomerId_1312,1000.0,0.0,1000.0,1000.0,1,0.0,18,1000.0,0,0.0,12,0
CustomerId_1313,30000.0,11000.0,19000.0,5000.0,6,5477.2255750516615,46,6833.333333333333,0,0.0,20,1
CustomerId_1316,30000.0,0.0,30000.0,15000.0,2,7071.067811865475,15,15000.0,0,0.0,6,0
CustomerId_1317,56000.0,11000.0,45000.0,5600.0,10,4501.851470969102,9,6700.0,0,0.0,20,0
CustomerId_1318,6026.0,1040.0,4986.0,860.8571428571429,7,915.5645669151227,64,1009.4285714285714,0,0.0,9,1
CustomerId_1320,10000.0,0.0,10000.0,5000.0,2,0.0,78,5000.0,0,0.0,14,1
CustomerId_1321,60000.0,0.0,60000.0,30000.0,2,28284.2712474619,62,30000.0,0,0.0,10,1
CustomerId_1322,4000.0,1050.0,2950.0,666.6666666666666,6,516.3977794943222,61,841.6666666666666,0,0.0,8,1
CustomerId_1323,76000.0,16000.0,60000.0,5066.666666666667,15,4523.220513033143,11,6133.333333333333,0,0.0,12,0
